r,g,b,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20
128,60,210,1.90001e-09,2.53249e-10,1.15295e-08,9.90957e-08,9.95835e-10,2.19754e-07,1.1877e-09,1.66533e-09,2.22677e-09,1.03352e-09,2.31584e-09,6.75374e-10,1.79324e-08,2.79839e-08,9.02973e-10,5.68236e-10,5.3508e-10,3.46303e-09,1.02e-08,4.82306e-10
102,157,82,7.79648e-10,3.84222e-09,1.75969e-09,2.54898e-09,2.39417e-09,1.58148e-09,2.90916e-09,8.92022e-09,5.76306e-09,1.04617e-09,1.36028e-06,9.8803e-10,3.82001e-10,1.86382e-09,4.23849e-09,2.52325e-08,3.87288e-08,1.27914e-09,9.93651e-10,8.58706e-10
78,146,99,6.77867e-10,1.60265e-09,3.84705e-09,4.44681e-09,2.78126e-09,2.30536e-09,1.6675e-09,3.57771e-08,3.66717e-09,9.51298e-10,2.21962e-07,1.46949e-09,4.19721e-10,1.89085e-09,2.70073e-09,4.41496e-08,4.88047e-08,2.5694e-09,9.4003e-10,6.33418e-10
122,27,15,1.74545e-10,5.56515e-10,4.11075e-10,4.63764e-10,2.15829e-07,1.46662e-09,5.54016e-10,6.25912e-10,9.71994e-09,1.32347e-10,1.69504e-09,1.10435e-10,3.46979e-10,1.92075e-09,2.70794e-10,2.10473e-09,5.79768e-10,1.15035e-09,3.38644e-10,1.42075e-08
198,217,104,3.5249e-09,3.05542e-08,3.83515e-10,8.53998e-10,3.28562e-10,4.58289e-10,5.35631e-08,6.47886e-10,2.36319e-09,4.73002e-09,1.13698e-08,5.3708e-10,3.29484e-10,9.92881e-10,1.53118e-07,7.5195e-10,1.92333e-09,2.04513e-10,1.82319e-09,4.99518e-10
5,211,144,3.06309e-10,3.76311e-10,2.90955e-09,1.71657e-09,3.57092e-10,4.71295e-10,3.43396e-10,4.60523e-08,3.35907e-10,7.27513e-10,2.87854e-09,1.42606e-08,1.46176e-10,3.04424e-10,1.04924e-09,4.3575e-09,3.11415e-08,9.38434e-10,2.92373e-10,1.12675e-10
232,88,200,1.63199e-08,4.51253e-10,7.07775e-10,2.85831e-09,3.80982e-10,3.3681e-09,7.39303e-09,3.53807e-10,3.21825e-09,1.91487e-09,1.4759e-09,2.70089e-10,2.35009e-08,2.25483e-08,1.77235e-09,2.31372e-10,2.71048e-10,3.63838e-10,1.05347e-06,7.07693e-10
6,186,25,1.28227e-10,6.66664e-10,5.42164e-10,3.98605e-10,8.79187e-10,2.84138e-10,2.68432e-10,4.59155e-09,4.67111e-10,1.97834e-10,2.36374e-09,5.09199e-10,8.47053e-11,2.31005e-10,4.41926e-10,9.04772e-08,3.21172e-08,6.30234e-10,1.41395e-10,2.08798e-10
171,239,21,4.31327e-10,5.09212e-07,1.86226e-10,2.78752e-10,3.25144e-10,2.00377e-10,2.55382e-09,4.61561e-10,1.1451e-09,5.98343e-10,3.97279e-09,2.56056e-10,1.14731e-10,3.36594e-10,3.41683e-09,1.13963e-09,2.51218e-09,1.41598e-10,3.29628e-10,4.36998e-10
179,11,91,4.71284e-10,4.56896e-10,5.98768e-10,1.04545e-09,7.66986e-09,7.43119e-09,1.3531e-09,4.68446e-10,4.78534e-08,2.40598e-10,1.69431e-09,1.274e-10,2.34981e-09,3.71588e-08,4.14326e-10,6.26159e-10,3.37246e-10,1.07901e-09,1.50243e-09,2.20225e-08
37,254,142,4.11193e-10,5.96246e-10,1.15561e-09,1.08764e-09,2.25192e-10,3.02791e-10,4.66263e-10,6.39075e-09,3.05149e-10,1.31234e-09,2.90843e-09,1.50409e-08,1.24189e-10,2.50351e-10,2.18078e-09,2.07142e-09,2.74241e-08,3.94601e-10,3.08486e-10,1.01466e-10
249,240,137,6.69614e-09,4.63049e-09,2.0295e-10,4.61646e-10,1.41476e-10,2.51521e-10,2.53355e-08,2.51524e-10,8.42e-10,6.65128e-09,1.71202e-09,3.26242e-10,2.82482e-10,5.54983e-10,3.72546e-08,2.37928e-10,5.12646e-10,1.03621e-10,1.76909e-09,2.60758e-10
168,225,62,9.76122e-10,1.99513e-07,3.31016e-10,5.70701e-10,4.16312e-10,3.47873e-10,7.51042e-09,8.06333e-10,1.99141e-09,1.48207e-09,1.40018e-08,4.67536e-10,1.93061e-10,6.18736e-10,1.55938e-08,1.50841e-09,4.42093e-09,2.12611e-10,6.95501e-10,5.10997e-10
30,1,122,1.60664e-10,1.40385e-10,3.60634e-09,1.71385e-09,1.03929e-08,7.83544e-09,2.21746e-10,2.29013e-09,1.00567e-09,1.41133e-10,9.17925e-10,2.4353e-10,5.66051e-10,1.5605e-09,1.86243e-10,1.61162e-09,5.33007e-10,2.86686e-07,3.4403e-10,4.9168e-10
194,206,33,6.87366e-10,3.06087e-05,2.21484e-10,3.73778e-10,4.66533e-10,3.03277e-10,7.76106e-09,4.66364e-10,2.86627e-09,7.43565e-10,6.49967e-09,2.36277e-10,1.81498e-10,6.23733e-10,4.83509e-09,1.06919e-09,1.80096e-09,1.72729e-10,5.73105e-10,8.87753e-10
34,106,1,1.20403e-10,6.03069e-10,5.32821e-10,4.13742e-10,7.59607e-09,5.33771e-10,3.04035e-10,2.34881e-09,1.18217e-09,1.37305e-10,2.33438e-09,2.1963e-10,1.26348e-10,4.3817e-10,2.99658e-10,9.15036e-08,3.58356e-09,1.25777e-09,1.68309e-10,6.52337e-10
52,156,85,3.98854e-10,1.19594e-09,2.73686e-09,2.27769e-09,2.22908e-09,1.25075e-09,8.76895e-10,5.58929e-08,1.77192e-09,6.09216e-10,3.52431e-08,1.40747e-09,2.56377e-10,9.33465e-10,1.55012e-09,2.38544e-07,1.77418e-07,2.22286e-09,5.03929e-10,4.35701e-10
198,222,55,1.01884e-09,1.83286e-06,2.36873e-10,4.25541e-10,3.49859e-10,2.96195e-10,1.1873e-08,4.76291e-10,2.11918e-09,1.23219e-09,6.64074e-09,3.00398e-10,1.92495e-10,6.03451e-10,1.11259e-08,8.59495e-10,1.83953e-09,1.61347e-10,7.09596e-10,6.05416e-10
202,242,109,2.9974e-09,1.96845e-08,2.97226e-10,6.22168e-10,2.21654e-10,3.11775e-10,1.93976e-08,5.00352e-10,1.22025e-09,5.39868e-09,5.31776e-09,5.35359e-10,2.42153e-10,6.07743e-10,1.56817e-07,5.44077e-10,1.53927e-09,1.52794e-10,1.25611e-09,3.21476e-10
161,166,53,9.04117e-10,4.43962e-08,5.12098e-10,9.02029e-10,1.37092e-09,7.88746e-10,1.01336e-08,1.22824e-09,1.22583e-08,9.17762e-10,6.21707e-08,3.75495e-10,3.30523e-10,1.65269e-09,5.63584e-09,3.3909e-09,4.46915e-09,4.21138e-10,1.01872e-09,1.73205e-09
141,155,237,1.5455e-08,3.8644e-10,4.58155e-09,4.41446e-08,2.84867e-10,2.55471e-09,2.2281e-09,1.57306e-09,8.83322e-10,2.00725e-08,2.95009e-09,3.27252e-09,2.11534e-09,2.47124e-09,5.24814e-09,4.35267e-10,8.36197e-10,6.7042e-10,1.59184e-08,2.01977e-10
17,85,46,1.43916e-10,3.79626e-10,1.36108e-09,8.16851e-10,1.32065e-08,1.12039e-09,2.9483e-10,6.90507e-09,1.19696e-09,1.63397e-10,2.64816e-09,3.31951e-10,1.87684e-10,6.48848e-10,3.0785e-10,9.3231e-08,3.58162e-09,5.2765e-09,2.22109e-10,5.38824e-10
166,10,152,7.94113e-10,2.84586e-10,1.38231e-09,3.10737e-09,2.80703e-09,8.27333e-08,1.20585e-09,6.14024e-10,9.12442e-09,3.59372e-10,1.52494e-09,1.91411e-10,1.61842e-08,4.24703e-07,4.68633e-10,4.80174e-10,3.15493e-10,1.90141e-09,3.9154e-09,2.3818e-09
214,211,95,3.12744e-09,4.60895e-08,3.0804e-10,6.75748e-10,3.2236e-10,4.20567e-10,9.0061e-08,4.89511e-10,2.70745e-09,3.1697e-09,7.69855e-09,3.81098e-10,3.26914e-10,1.00374e-09,5.09041e-08,6.192e-10,1.32987e-09,1.79128e-10,1.74276e-09,6.02009e-10
145,195,242,1.70329e-08,4.13666e-10,2.02329e-09,8.54657e-09,1.82516e-10,9.64927e-10,1.97065e-09,1.13291e-09,5.46027e-10,1.38744e-07,2.17004e-09,5.07469e-09,8.80862e-10,1.0449e-09,9.17739e-09,3.48931e-10,8.38743e-10,3.68815e-10,6.08912e-09,1.41526e-10
43,23,117,2.17197e-10,2.02852e-10,5.25472e-09,2.67595e-09,1.8316e-08,1.24067e-08,3.2537e-10,4.01342e-09,1.67762e-09,1.93054e-10,1.69935e-09,3.22708e-10,6.74991e-10,2.4002e-09,2.73148e-10,2.8737e-09,8.57277e-10,2.82819e-07,4.7442e-10,6.59863e-10
69,18,201,4.0365e-10,1.33303e-10,1.99177e-08,1.26403e-08,1.52734e-09,1.10842e-07,3.46415e-10,1.97548e-09,9.67621e-10,3.08837e-10,1.00001e-09,4.48659e-10,2.89942e-09,4.32216e-09,3.02516e-10,6.30585e-10,4.14925e-10,3.22507e-08,1.13968e-09,3.3658e-10
172,107,13,3.77929e-10,5.80471e-09,3.15461e-10,4.76902e-10,3.96804e-09,7.85901e-10,2.78001e-09,5.90595e-10,3.83096e-08,2.90248e-10,6.07703e-09,1.51251e-10,3.13013e-10,1.82869e-09,9.28637e-10,2.12776e-09,1.14153e-09,4.17759e-10,5.79607e-10,1.36612e-08
47,149,160,7.25403e-10,4.84267e-10,3.61198e-08,1.95949e-08,9.89514e-10,2.72907e-09,7.88284e-10,5.17298e-07,1.04649e-09,1.28957e-09,1.20676e-08,7.43788e-09,4.80379e-10,1.28404e-09,1.81283e-09,5.93554e-09,1.23732e-08,4.42066e-09,9.69951e-10,2.48252e-10
26,145,0,1.20754e-10,7.55996e-10,4.69095e-10,3.68411e-10,2.35893e-09,3.63752e-10,2.99053e-10,2.69682e-09,7.93828e-10,1.5554e-10,2.49688e-09,2.79676e-10,9.92975e-11,3.12219e-10,3.59379e-10,1.87455e-07,8.25855e-09,7.86319e-10,1.50029e-10,3.99949e-10
137,9,34,1.99408e-10,4.47372e-10,4.3663e-10,5.30213e-10,1.15375e-07,2.22946e-09,5.97248e-10,5.27191e-10,1.33841e-08,1.36973e-10,1.42516e-09,1.04259e-10,5.23342e-10,3.27603e-09,2.6107e-10,1.25508e-09,4.26289e-10,1.22446e-09,4.34271e-10,2.47315e-08
205,71,95,1.34319e-09,1.50757e-09,5.85842e-10,1.37604e-09,2.54512e-09,3.84321e-09,9.72756e-09,5.51596e-10,1.52556e-06,5.77526e-10,5.08678e-09,1.87305e-10,2.17127e-09,4.58797e-08,1.34452e-09,7.41227e-10,5.57854e-10,6.13687e-10,4.21461e-09,1.48584e-08
151,232,128,3.00294e-09,6.31888e-09,7.04525e-10,1.50238e-09,3.1448e-10,5.12556e-10,8.04897e-09,1.50059e-09,1.29578e-09,1.0373e-08,1.91518e-08,1.70538e-09,2.95655e-10,7.84827e-10,4.99303e-07,1.19178e-09,5.76476e-09,2.85277e-10,1.488e-09,2.8604e-10
38,157,231,7.59588e-10,1.9844e-10,5.657e-08,2.51458e-08,3.13448e-10,1.58258e-09,4.15032e-10,1.1885e-08,3.76357e-10,1.56767e-09,1.77985e-09,3.40846e-08,4.86241e-10,6.91242e-10,1.02825e-09,8.62478e-10,1.70411e-09,1.89449e-09,8.92386e-10,1.13553e-10
68,117,124,6.7901e-10,7.45043e-10,1.38107e-08,1.24404e-08,3.78073e-09,6.31283e-09,1.19365e-09,7.96196e-08,3.33881e-09,8.35225e-10,4.02355e-08,1.58254e-09,6.60817e-10,3.04748e-09,1.62368e-09,1.70627e-08,1.063e-08,8.54417e-09,1.17679e-09,5.94188e-10
20,0,179,1.77445e-10,9.56319e-11,9.13859e-09,2.88105e-09,1.82145e-09,9.56341e-09,1.79195e-10,1.99402e-09,5.33869e-10,1.5823e-10,6.0244e-10,3.2187e-10,7.60899e-10,1.26164e-09,1.69518e-10,7.26389e-10,3.71655e-10,3.08286e-07,3.86718e-10,2.43762e-10
167,3,50,2.5592e-10,4.46105e-10,3.93542e-10,5.55245e-10,1.94543e-08,2.68309e-09,7.96319e-10,3.96439e-10,2.3942e-08,1.53731e-10,1.2664e-09,9.6489e-11,8.24871e-10,6.12982e-09,2.83889e-10,7.37466e-10,3.22543e-10,8.86967e-10,6.22836e-10,7.44325e-08
0,171,158,3.19141e-10,2.86926e-10,1.06636e-08,3.61942e-09,5.36106e-10,8.83412e-10,3.3228e-10,5.12304e-07,4.10959e-10,6.31054e-10,2.95547e-09,1.07596e-08,2.1133e-10,4.43521e-10,8.00982e-10,4.90722e-09,1.20315e-08,2.50337e-09,3.64037e-10,1.3295e-10
132,254,253,3.64954e-09,3.134e-10,7.87378e-10,1.68728e-09,9.77023e-11,3.17978e-10,8.24421e-10,6.76574e-10,2.3557e-10,6.62828e-08,9.56201e-10,8.26676e-09,2.80396e-10,3.30383e-10,5.36407e-09,2.35562e-10,6.86598e-10,1.83152e-10,1.18606e-09,7.6056e-11
68,27,150,3.67269e-10,2.13917e-10,1.20662e-08,7.82294e-09,6.92756e-09,1.07204e-07,4.68646e-10,3.7038e-09,2.19955e-09,2.94822e-10,2.08751e-09,4.18898e-10,1.64081e-09,6.15887e-09,3.76315e-10,1.65754e-09,7.56272e-10,1.35411e-07,9.70436e-10,6.68677e-10
18,198,228,5.03624e-10,1.85407e-10,8.00281e-09,4.5947e-09,2.01404e-10,6.1228e-10,3.00294e-10,8.36998e-09,2.35812e-10,1.35723e-09,1.23087e-09,6.25322e-07,2.35428e-10,3.38781e-10,9.2141e-10,7.6234e-10,2.07316e-09,8.62464e-10,4.65906e-10,7.89555e-11
135,48,217,1.68866e-09,2.13886e-10,7.31803e-09,4.11351e-08,8.67406e-10,1.89383e-07,1.00684e-09,1.16331e-09,1.90344e-09,8.4127e-10,1.61272e-09,5.19395e-10,3.40452e-08,2.79402e-08,7.0849e-10,4.39049e-10,4.02823e-10,2.78744e-09,9.78111e-09,4.64116e-10
194,12,154,9.83121e-10,2.99176e-10,8.52104e-10,2.07618e-09,1.64984e-09,2.12076e-08,1.54779e-09,4.16292e-10,9.45292e-09,3.75445e-10,1.23717e-09,1.58826e-10,2.52204e-08,4.81103e-07,4.86322e-10,3.45596e-10,2.50811e-10,9.73546e-10,5.52876e-09,2.74108e-09
52,64,198,5.3066e-10,1.81859e-10,5.66975e-07,5.81634e-08,1.34062e-09,3.0383e-08,4.38024e-10,8.00806e-09,9.58011e-10,5.19112e-10,1.96029e-09,1.18749e-09,1.54519e-09,2.94653e-09,5.0754e-10,1.20116e-09,9.20995e-10,4.5254e-08,1.22684e-09,2.76492e-10
187,26,36,2.95175e-10,7.42776e-10,3.09511e-10,4.69673e-10,9.00752e-09,1.63472e-09,1.21965e-09,3.51467e-10,5.52163e-08,1.74304e-10,1.54667e-09,9.4525e-11,6.62187e-10,4.89579e-09,3.61643e-10,7.32681e-10,3.5353e-10,5.59777e-10,6.5961e-10,9.2716e-07
119,123,124,1.72773e-09,1.65556e-09,4.81766e-09,1.30981e-08,2.96793e-09,7.79669e-09,4.86461e-09,8.17187e-09,1.35507e-08,1.66704e-09,4.10559e-07,1.10979e-09,1.18321e-09,9.49098e-09,4.60617e-09,5.39161e-09,5.71472e-09,2.55238e-09,3.46488e-09,1.11644e-09
248,207,200,2.36705e-07,9.8772e-10,3.15721e-10,9.24637e-10,1.34163e-10,4.15722e-10,1.56275e-08,2.67614e-10,7.62111e-10,3.19163e-08,1.29676e-09,4.38442e-10,6.944e-10,9.4374e-10,1.84892e-08,1.81847e-10,3.52467e-10,1.30978e-10,8.7476e-09,2.18079e-10
231,5,22,2.12353e-10,4.7467e-10,1.5522e-10,2.36758e-10,2.05378e-09,7.05882e-10,7.92338e-10,1.61444e-10,9.30265e-09,1.16479e-10,5.95861e-10,5.65335e-11,4.8453e-10,2.11783e-09,2.20689e-10,2.95193e-10,1.69854e-10,2.49731e-10,4.41011e-10,2.0225e-06
137,26,134,7.00174e-10,3.75316e-10,2.4471e-09,4.76948e-09,7.88439e-09,1.98068e-07,1.26962e-09,1.24358e-09,1.53028e-08,3.9143e-10,3.06082e-09,2.62775e-10,5.17395e-09,1.49782e-07,5.80089e-10,1.01456e-09,5.60776e-10,4.49259e-09,2.72693e-09,2.66499e-09
253,127,204,1.00957e-07,5.75103e-10,4.52808e-10,1.63334e-09,2.30275e-10,1.21051e-09,1.44432e-08,2.75058e-10,1.81488e-09,3.9502e-09,1.26892e-09,2.79078e-10,4.58111e-09,4.79648e-09,3.20518e-09,1.86347e-10,2.58093e-10,2.14116e-10,2.8193e-07,4.57409e-10
55,210,11,1.73567e-10,2.16948e-09,3.64185e-10,3.5091e-10,7.07811e-10,2.48891e-10,4.74206e-10,2.0571e-09,6.68354e-10,2.7102e-10,3.95345e-09,4.25859e-10,8.83141e-11,2.57808e-10,7.99936e-10,2.21769e-08,3.58494e-08,3.56288e-10,1.74117e-10,2.81604e-10
135,165,85,1.3146e-09,9.67208e-09,1.15645e-09,2.20591e-09,1.57931e-09,1.39064e-09,8.58269e-09,3.36805e-09,9.54638e-09,1.60561e-09,3.46466e-06,7.93704e-10,4.5203e-10,2.36288e-09,1.02471e-08,6.38764e-09,1.2412e-08,7.54347e-10,1.54182e-09,1.07972e-09
222,22,19,2.40983e-10,6.72606e-10,1.76815e-10,2.71953e-10,2.66008e-09,7.70901e-10,1.03254e-09,1.97255e-10,1.64987e-08,1.36044e-10,8.28124e-10,6.56842e-11,4.72376e-10,2.37079e-09,2.76974e-10,3.90977e-10,2.20049e-10,2.80755e-10,4.88257e-10,0.000157646
81,98,214,1.34661e-09,2.53306e-10,2.96305e-07,8.29104e-06,7.89075e-10,1.91512e-08,8.06375e-10,7.03423e-09,1.11788e-09,1.39464e-09,3.25311e-09,2.4786e-09,2.29749e-09,3.95833e-09,1.12483e-09,9.83989e-10,1.14959e-09,6.06886e-09,3.15218e-09,2.6457e-10
33,98,239,5.20743e-10,1.33664e-10,1.12515e-06,4.23201e-08,4.43464e-10,4.20003e-09,3.06422e-10,6.41902e-09,4.06596e-10,6.65434e-10,1.10725e-09,3.21987e-09,8.43128e-10,1.023e-09,4.84697e-10,6.74552e-10,7.76573e-10,6.17645e-09,8.8701e-10,1.32292e-10
46,172,237,9.08162e-10,2.07931e-10,2.28493e-08,1.83116e-08,2.56701e-10,1.21753e-09,4.45101e-10,7.78454e-09,3.45618e-10,2.20865e-09,1.70133e-09,7.51047e-08,4.50187e-10,6.14606e-10,1.2595e-09,7.23631e-10,1.63651e-09,1.23891e-09,9.40172e-10,1.04349e-10
93,151,108,9.91837e-10,2.02868e-09,3.82886e-09,5.8475e-09,2.18903e-09,2.55913e-09,2.6042e-09,2.18947e-08,4.59256e-09,1.40814e-09,1.11952e-06,1.65341e-09,5.09881e-10,2.42492e-09,4.56727e-09,1.80675e-08,3.39508e-08,2.03775e-09,1.35298e-09,6.6851e-10
16,30,156,2.0539e-10,1.37753e-10,1.70281e-08,3.9782e-09,3.1458e-09,9.07322e-09,2.33456e-10,5.64542e-09,7.41741e-10,2.00927e-10,1.10111e-09,4.77459e-10,6.13476e-10,1.38392e-09,2.38444e-10,1.70867e-09,7.35758e-10,0.000765959,4.20354e-10,2.95666e-10
91,120,29,2.87313e-10,2.19415e-09,7.85621e-10,8.52501e-10,9.94945e-09,1.08141e-09,1.06896e-09,3.07221e-09,6.11623e-09,3.06667e-10,1.68075e-08,3.23432e-10,2.47866e-10,1.22402e-09,8.83265e-10,5.83988e-08,7.10371e-09,1.25413e-09,4.1914e-10,1.69893e-09
199,161,127,9.77722e-09,6.05349e-09,7.43272e-10,2.32452e-09,6.26314e-10,1.44418e-09,8.56999e-07,8.88092e-10,1.03525e-08,5.08523e-09,2.42363e-08,5.4354e-10,1.05108e-09,5.01942e-09,4.087e-08,8.42634e-10,1.44213e-09,3.84774e-10,9.79813e-09,1.05529e-09
173,154,202,6.99148e-08,8.23614e-10,2.1641e-09,1.53579e-08,3.81836e-10,2.73478e-09,1.06165e-08,1.23269e-09,2.11072e-09,2.81146e-08,6.4907e-09,1.45037e-09,2.62055e-09,5.2021e-09,1.70888e-08,5.21083e-10,9.73061e-10,5.52722e-10,7.30003e-08,3.64697e-10
50,87,2,1.30088e-10,6.19497e-10,5.4076e-10,4.45582e-10,1.95295e-08,6.90963e-10,3.48039e-10,1.89586e-09,1.78875e-09,1.3684e-10,2.45879e-09,1.90736e-10,1.54264e-10,5.89178e-10,2.98146e-10,3.74674e-08,2.39663e-09,1.45308e-09,1.94637e-10,1.04766e-09
77,36,57,2.10106e-10,4.20526e-10,1.262e-09,1.11396e-09,3.74907e-06,3.97889e-09,5.01699e-10,2.08313e-09,5.47585e-09,1.78066e-10,2.90256e-09,2.07938e-10,4.6134e-10,2.5416e-09,3.3162e-10,6.02957e-09,1.11862e-09,6.4998e-09,4.26879e-10,2.42416e-09
53,126,36,2.19128e-10,1.10881e-09,1.04158e-09,8.74019e-10,6.85172e-09,9.25068e-10,5.96406e-10,6.80402e-09,2.21773e-09,2.65424e-10,9.60792e-09,4.23813e-10,1.94023e-10,7.74208e-10,6.57857e-10,1.83659e-06,1.40932e-08,1.81951e-09,3.04959e-10,7.5452e-10
85,30,128,4.02365e-10,2.95582e-10,5.85926e-09,5.56304e-09,1.77406e-08,8.99543e-08,6.43451e-10,3.17786e-09,4.66879e-09,3.05536e-10,3.10638e-09,3.54657e-10,1.65281e-09,1.04546e-08,4.45722e-10,2.19393e-09,8.75891e-10,3.63311e-08,1.0986e-09,1.21387e-09
187,36,57,4.34756e-10,8.78774e-10,4.21277e-10,7.07105e-10,8.36371e-09,2.68855e-09,1.93263e-09,4.48535e-10,2.33544e-07,2.41104e-10,2.36221e-09,1.20227e-10,1.02366e-09,1.11216e-08,5.08629e-10,8.29139e-10,4.3096e-10,6.9536e-10,1.08321e-09,1.77088e-07
49,238,109,4.16976e-10,1.12315e-09,1.0944e-09,1.0832e-09,3.57163e-10,3.67384e-10,6.56823e-10,8.69124e-09,4.88833e-10,1.09932e-09,6.68707e-09,4.60515e-09,1.35902e-10,3.25721e-10,2.7422e-09,5.3521e-09,3.15474e-07,4.78384e-10,3.40096e-10,1.52481e-10
24,24,104,1.65025e-10,1.82469e-10,3.71942e-09,1.69841e-09,1.75323e-08,5.22903e-09,2.51808e-10,4.08667e-09,1.17693e-09,1.56083e-10,1.3535e-09,2.94178e-10,4.33041e-10,1.37048e-09,2.24653e-10,3.56522e-09,8.82124e-10,2.0126e-07,3.27678e-10,5.3198e-10
24,225,57,1.95414e-10,9.78231e-10,6.28289e-10,5.222e-10,4.81683e-10,2.71772e-10,3.81277e-10,5.70094e-09,4.35284e-10,3.73111e-10,3.6232e-09,1.13336e-09,9.22774e-11,2.3623e-10,9.11136e-10,1.83104e-08,3.35595e-07,4.63506e-10,1.85608e-10,1.65785e-10
92,132,108,9.05285e-10,1.56422e-09,4.87239e-09,7.2066e-09,3.55365e-09,4.11163e-09,2.32819e-09,2.2257e-08,6.41634e-09,1.10274e-09,4.13783e-07,1.28923e-09,6.27793e-10,3.50721e-09,3.04411e-09,1.89526e-08,1.6702e-08,3.15918e-09,1.45244e-09,8.41538e-10
75,215,85,5.17732e-10,2.79557e-09,1.05282e-09,1.21818e-09,6.36712e-10,5.13279e-10,1.22346e-09,7.88048e-09,1.0387e-09,1.1011e-09,2.70097e-08,1.92743e-09,1.75161e-10,5.21994e-10,4.19494e-09,1.28211e-08,1.60198e-06,5.76348e-10,4.62155e-10,2.77712e-10
163,168,104,2.99591e-09,1.10727e-08,9.96916e-10,2.49417e-09,9.9878e-10,1.44096e-09,3.85967e-08,1.87583e-09,1.11093e-08,3.09161e-09,3.22891e-07,7.50042e-10,6.33783e-10,3.31565e-09,3.12469e-08,2.27249e-09,4.57843e-09,5.52043e-10,3.19556e-09,1.06877e-09
255,243,196,2.51902e-08,9.9144e-10,2.12299e-10,5.24648e-10,9.58986e-11,2.38352e-10,6.851e-09,2.0545e-10,4.5537e-10,2.31265e-08,8.76391e-10,3.89299e-10,3.47572e-10,4.71926e-10,1.55686e-08,1.48241e-10,3.11586e-10,9.19669e-11,2.60284e-09,1.51504e-10
97,211,182,2.47159e-09,8.49785e-10,3.31993e-09,7.19769e-09,3.19598e-10,9.1787e-10,1.77201e-09,6.11652e-09,7.44689e-10,1.28536e-08,9.97176e-09,2.20958e-08,4.04436e-10,8.41257e-10,1.53862e-08,1.34073e-09,6.82171e-09,6.22891e-10,1.6319e-09,1.76162e-10
55,215,125,5.93626e-10,1.07822e-09,2.17329e-09,2.21234e-09,4.83678e-10,6.10317e-10,8.76338e-10,2.25052e-08,6.90608e-10,1.56031e-09,1.35342e-08,7.4821e-09,1.99389e-10,5.05978e-10,3.72325e-09,6.7715e-09,2.7982e-07,7.67705e-10,5.19409e-10,1.88025e-10
205,59,159,3.2103e-09,5.66289e-10,1.0025e-09,3.50333e-09,1.13634e-09,1.24265e-08,5.9395e-09,5.40661e-10,1.76225e-08,9.0311e-10,2.67491e-09,2.44333e-10,2.10695e-08,1.38365e-06,1.26921e-09,4.21149e-10,3.80086e-10,7.46657e-10,3.24292e-08,2.22183e-09
103,96,107,8.2183e-10,1.09099e-09,4.73317e-09,7.5604e-09,9.56763e-09,1.15584e-08,2.18358e-09,8.73733e-09,1.62392e-08,7.40632e-10,6.22878e-08,6.9621e-10,1.03065e-09,9.33102e-09,1.68684e-09,9.16943e-09,4.28289e-09,5.34644e-09,1.79343e-09,1.56296e-09
93,51,153,6.94453e-10,3.35705e-10,1.51629e-08,2.1453e-08,5.62439e-09,4.32687e-07,9.28654e-10,4.66234e-09,4.58009e-09,5.22047e-10,4.78906e-09,5.77868e-10,2.76134e-09,1.81468e-08,7.04548e-10,1.93568e-09,1.08194e-09,2.48277e-08,2.13365e-09,8.90004e-10
87,244,245,1.56881e-09,2.73292e-10,1.53236e-09,2.54131e-09,1.20611e-10,3.81945e-10,5.64225e-10,1.45134e-09,2.3194e-10,1.13636e-08,1.16202e-09,8.69157e-08,2.50573e-10,3.22254e-10,3.10705e-09,3.58227e-10,1.17497e-09,2.82192e-10,8.1305e-10,7.45256e-11
137,229,153,3.83837e-09,2.58178e-09,1.07524e-09,2.47529e-09,2.93166e-10,6.12713e-10,5.06321e-09,2.0964e-09,1.02934e-09,2.22819e-08,1.52999e-08,3.59858e-09,3.44094e-10,8.19666e-10,2.82876e-07,1.11367e-09,5.72371e-09,3.4361e-10,1.80119e-09,2.29743e-10
176,167,201,9.95352e-08,9.25196e-10,1.73577e-09,1.01109e-08,3.30281e-10,1.92329e-09,1.20266e-08,1.1314e-09,1.79039e-09,5.62364e-08,6.25618e-09,1.55647e-09,1.87876e-09,3.5879e-09,2.92042e-08,4.96421e-10,1.01245e-09,4.57425e-10,4.34936e-08,3.27014e-10
200,36,116,1.03976e-09,6.12321e-10,6.81236e-10,1.58458e-09,2.75972e-09,8.77447e-09,3.3007e-09,4.79342e-10,8.29681e-08,4.21921e-10,2.37493e-09,1.62023e-10,5.23925e-09,2.60572e-07,7.2583e-10,5.27702e-10,3.65369e-10,8.14474e-10,4.44794e-09,1.00641e-08
249,187,177,1.34838e-07,1.55638e-09,3.481e-10,1.05802e-09,1.88315e-10,5.64379e-10,7.25108e-08,3.05945e-10,1.4342e-09,1.36759e-08,1.98867e-09,3.78659e-10,9.17578e-10,1.59058e-09,2.1315e-08,2.30861e-10,4.14377e-10,1.58526e-10,1.42094e-08,3.55581e-10
